"STATION","DIVISION","all","LAT","LON","geo_type","State_FIPS","County_FIPS","Tract_FIPS","f_pop","all_pop","p_emp_info","p_f_pop","p_emp_prof","p_75_100k","p_over_100k"
"1 AV","BMT",19409616052,40.7313271,-73.9824354,"establishment","36","061","004400","9661","16684",0.0770687369816323,0.579057779908895,0.226377580003787,0.166,0.396
"103 ST","IND",2344428272,40.7962859,-73.961648,"establishment","36","061","018900","6869","11800",0.0576681989134977,0.582118644067797,0.170079398244881,0.05,0.235
"103 ST","IRT",4382729249,40.7962859,-73.961648,"establishment","36","061","018900","6869","11800",0.0576681989134977,0.582118644067797,0.170079398244881,0.05,0.235
"103 ST-CORONA","IRT",2641087500,40.7498268,-73.862746,"establishment","36","081","040501",NA,NA,NA,NA,NA,NA,NA
"104 ST","BMT",18924221,40.6951456,-73.8443046,"establishment","36","081","002800","1602","3382",0.0336134453781513,0.473684210526316,0.039015606242497,0.077,0.08
"104 ST","IND",71026332239,40.6816389,-73.837776,"establishment","36","081","009400","1399","2810",0.0251968503937008,0.497864768683274,0.0535433070866142,0.106,0.111
"110 ST","IRT",1718958114,40.7948233,-73.9446315,"establishment","36","061","017200","2961","5783",0.0275833676410045,0.512017983745461,0.111568546727048,0.063,0.138
"111 ST","BMT",759762662,40.6844799,-73.8319393,"establishment","36","081","009800","1379","2704",0.016142735768904,0.509985207100592,0.0127442650807137,0.083,0.043
"111 ST","IND",2590529860,40.6844799,-73.8319393,"establishment","36","081","009800","1379","2704",0.016142735768904,0.509985207100592,0.0127442650807137,0.083,0.043
"111 ST","IRT",2359658221,40.6844799,-73.8319393,"establishment","36","081","009800","1379","2704",0.016142735768904,0.509985207100592,0.0127442650807137,0.083,0.043
"116 ST","IND",8201563523,40.79863,-73.94162,"establishment","36","061","018200","4700","8326",0.0357963875205255,0.564496757146289,0.0896551724137931,0.025,0.144
"116 ST","IRT",2660607012,40.8240938,-73.9369517,"establishment","36","061","023600","4871","7530",0.0267680105750165,0.646879150066401,0.0482485128883014,0.142,0.023
"116 ST-COLUMBIA","IRT",49894626886,40.8240938,-73.9369517,"establishment","36","061","023600","4871","7530",0.0267680105750165,0.646879150066401,0.0482485128883014,0.142,0.023
"121 ST","BMT",82135324865,40.7003193,-73.8290986,"establishment","36","081","014400","937","1970",0.0058411214953271,0.475634517766497,0.0210280373831776,0.14,0.109
"125 ST","IND",21312866689,40.8043863,-73.9374292,"establishment","36","061","019600","1802","3895",0.0687022900763359,0.462644415917843,0.0740458015267176,0.058,0.072
"125 ST","IRT",234256921784,40.8043863,-73.9374292,"establishment","36","061","019600","1802","3895",0.0687022900763359,0.462644415917843,0.0740458015267176,0.058,0.072
"135 ST","IND",8089637574,40.817894,-73.947647,"establishment","36","061","022102","1226","2559",0.0348542458808618,0.479093395857757,0.186311787072243,0.099,0.466
"135 ST","IRT",2165105189,40.8240938,-73.9369517,"establishment","36","061","023600","4871","7530",0.0267680105750165,0.646879150066401,0.0482485128883014,0.142,0.023
"137 ST CITY COL","IRT",2806124263,40.821374,-73.954401,"establishment","36","061","022301","4191","8037",0.0299704516673702,0.521463232549459,0.0861122836639932,0.083,0.076
"138/GRAND CONC","IRT",42020644070,40.8132249,-73.9298111,"establishment","36","005","005100","3311","5588",0.0153321976149915,0.59251968503937,0.0164679159568427,0.018,0.006
"14 ST","IND",92058508282,40.7404298,-74.0017765,"establishment","36","061","008100","3663","7762",0.129146477823332,0.471914455037362,0.204435333581811,0.103,0.599
"14 ST","IRT",63632788660,40.7382176,-73.9999361,"establishment","36","061","007700","2891","6117",0.101062627176125,0.47261729606016,0.255482704047027,0.126,0.684
"14 ST-UNION SQ","BMT",8551208954,40.7345371,-73.9903235,"establishment","36","061","006100","2544","4962",0.0955158585490339,0.512696493349456,0.175355450236967,0.083,0.684
"14 ST-UNION SQ","IRT",3442434356,40.7345371,-73.9903235,"establishment","36","061","006100","2544","4962",0.0955158585490339,0.512696493349456,0.175355450236967,0.083,0.684
"145 ST","IND",5087127622,40.826604,-73.9503834,"establishment","36","061","022900","4343","9021",0.0366799413120939,0.481432213723534,0.0490463215258856,0.104,0.098
"145 ST","IRT",7723985928,40.826604,-73.9503834,"establishment","36","061","022900","4343","9021",0.0366799413120939,0.481432213723534,0.0490463215258856,0.104,0.098
"149/GRAND CONC","IRT",12144456011,40.8183248,-73.9274121,"establishment","36","005","005100","3311","5588",0.0153321976149915,0.59251968503937,0.0164679159568427,0.018,0.006
"14TH STREET","PTH",66418443,40.7382176,-73.9999361,"establishment","36","061","007700","2891","6117",0.101062627176125,0.47261729606016,0.255482704047027,0.126,0.684
"15 ST-PROSPECT","IND",5699941065,40.6604292,-73.9797224,"establishment","36","047","016900","2981","5003",0.088046054859465,0.595842494503298,0.245851676261429,0.179,0.344
"155 ST","IND",1389563622,40.8303393,-73.9367212,"establishment","36","061","024302","4822","7783",0,0.619555441346525,0.00539083557951483,0.02,0.026
"157 ST","IRT",637968581,40.8342387,-73.9450796,"establishment","36","061","024100","4270","8229",0.039905599656726,0.518896585247296,0.0770220982621755,0.082,0.123
"161/YANKEE STAD","IND",182644249940,40.8279249,-73.925801,"establishment","36","005","019500","3819","7418",0.0187994722955145,0.514828794823402,0.0306728232189974,0.025,0.059
"161/YANKEE STAD","IRT",72616495065,40.8279249,-73.925801,"establishment","36","005","019500","3819","7418",0.0187994722955145,0.514828794823402,0.0306728232189974,0.025,0.059
"163 ST-AMSTERDM","IND",473261289,40.8356285,-73.9398925,"establishment","36","061","024500","7375","15456",0.00778399416200438,0.477160973084886,0.0890294332279251,0.034,0.036
"167 ST","IND",152426721637,40.8357232,-73.9211957,"establishment","36","005","019700","3805","7165",0.0288867250892567,0.531053733426378,0.0217461863031483,0.067,0.025
"167 ST","IRT",926721462,40.8357232,-73.9211957,"establishment","36","005","019700","3805","7165",0.0288867250892567,0.531053733426378,0.0217461863031483,0.067,0.025
"168 ST","IND",3241040414,40.8408407,-73.9396297,"establishment","36","061","025100","1238","2735",0.0184859154929577,0.452650822669104,0.0440140845070423,0.067,0.034
"168 ST","IRT",230137812,40.8408407,-73.9396297,"establishment","36","061","025100","1238","2735",0.0184859154929577,0.452650822669104,0.0440140845070423,0.067,0.034
"169 ST","IND",1996228420,40.7107146,-73.7930083,"establishment","36","081","046000","3159","6199",0.0296428571428571,0.50959832231005,0.0235714285714286,0.061,0.025
"170 ST","IND",53972606287,40.8400504,-73.9133477,"establishment","36","005","022300","2716","5078",0.00415896487985213,0.534856242615203,0.0212569316081331,0.006,0.005
"170 ST","IRT",2591605006,40.8400763,-73.9179069,"establishment","36","005","021900","488","1045",0.0162271805273834,0.466985645933014,0.0486815415821501,0.025,0
"174-175 STS","IND",629244867,40.846524,-73.9097269,"establishment","36","005","022701","3040","5194",0.00175361683472161,0.58529072006161,0.0320035072336694,0.036,0.012
"174 ST","IRT",29162634780,40.8374448,-73.8878092,"establishment","36","005","015500","1773","2884",0.0205223880597015,0.614771151178918,0.0270522388059701,0.072,0.012
"175 ST","IND",16067817159,40.8464761,-73.9399866,"establishment","36","061","026300","4939","9487",0.0453992703688691,0.520607146621693,0.0158086745034455,0.109,0.054
"176 ST","IRT",15420897174,40.8484577,-73.9117417,"establishment","36","005","022701","3040","5194",0.00175361683472161,0.58529072006161,0.0320035072336694,0.036,0.012
"18 AV","BMT",88378148756,40.6495233,-73.9632839,"establishment","36","047","050600","2772","5653",0.044043321299639,0.490359101362109,0.0667870036101083,0.101,0.114
"18 AV","IND",73016394914,40.6296673,-73.9770029,"establishment","36","047","047600","1768","3800",0.0127986348122867,0.465263157894737,0.0742320819112628,0.028,0.106
"18 ST","IRT",5489092888,40.7410695,-73.9978777,"establishment","36","061","008700","3178","7186",0.110192837465565,0.442248817144448,0.1821854912764,0.121,0.617
"181 ST","IND",2426823642,40.84913,-73.9337289,"establishment","36","061","026900","3979","9073",0.0215677179962894,0.43855395128403,0.0586734693877551,0.063,0.034
"181 ST","IRT",1269520860,40.84913,-73.9337289,"establishment","36","061","026900","3979","9073",0.0215677179962894,0.43855395128403,0.0586734693877551,0.063,0.034
"182-183 STS","IND",62631724997,40.8560934,-73.9010295,"establishment","36","005","023704","2109","3944",0,0.53473630831643,0.00736377025036819,0,0.01
"183 ST","IRT",193458237396,40.8583762,-73.9039137,"establishment","36","005","023900","4103","7684",0.0130304042766455,0.53396668401874,0.0106916137654527,0.005,0.005
"190 ST","IND",61068393277,40.8588858,-73.9342255,"establishment","36","061","028100","1708","3298",0.110509209100758,0.517889630078836,0.182015167930661,0.218,0.306
"191 ST","IRT",29762660586,40.8564197,-73.932621,"establishment","36","061","027900","6461","11803",0.0517082179132041,0.547403202575616,0.0308402585410896,0.076,0.087
"2 AV","IND",5781148004,40.6997972,-73.9500581,"establishment","36","047","050700","1365","2867",0.0443828016643551,0.476107429368678,0.072122052704577,0.022,0.097
"20 AV","BMT",1164371815,40.617271,-73.9847709,"establishment","36","047","025400","2298","4083",0.0914524805738195,0.562821454812638,0.0812910938433951,0.128,0.105
"207 ST","IRT",6756536617,40.8644561,-73.9188505,"establishment","36","061","029900","2166","4072",0.0202854996243426,0.531925343811395,0.00976709241172051,0.015,0.034
"21 ST","IND",195840802,40.7446224,-73.9486362,"establishment","36","081","000702",NA,NA,NA,NA,NA,NA,NA
"21 ST-QNSBRIDGE","IND",3846162618,40.7541777,-73.9424742,"establishment","36","081","002500","4144","7367",0.0285977859778598,0.562508483779015,0.0244464944649446,0.018,0.021
"215 ST","IRT",233152748,40.8695946,-73.9153019,"establishment","36","061","030300","2134","4581",0.0605461020973486,0.465837153459943,0.113969133359715,0.173,0.143
"219 ST","IRT",38492121399,40.883888,-73.8627468,"establishment","36","005","039200","769","1655",0.0400471142520612,0.464652567975831,0.0141342756183746,0.05,0.032
"225 ST","IRT",82413866694,40.8743487,-73.9104331,"establishment","36","061","030900","5750","10663",0.00727673649393605,0.539247866454094,0.0463065049614112,0.047,0.03
"23 ST","BMT",6644635983,40.7412012,-73.9890337,"establishment","36","061","005600","1987","3783",0.0929912963811269,0.525244514935237,0.238662391204764,0.13,0.72
"23 ST","IND",147145514914,40.7412012,-73.9890337,"establishment","36","061","005600","1987","3783",0.0929912963811269,0.525244514935237,0.238662391204764,0.13,0.72
"23 ST","IRT",87811964640,40.7412012,-73.9890337,"establishment","36","061","005600","1987","3783",0.0929912963811269,0.525244514935237,0.238662391204764,0.13,0.72
"231 ST","IRT",2161465421,40.879025,-73.9049309,"establishment","36","005","028900","2555","4773",0.0165145588874402,0.53530274460507,0.0365058670143416,0.094,0.07
"233 ST","IRT",4282977169,40.8932229,-73.8574091,"establishment","36","005","042200","1902","3292",0,0.577764277035237,0.0202565833896016,0.047,0.048
"238 ST","IRT",1071424188,40.8848725,-73.9006842,"establishment","36","005","028300","1510","2618",0.0370762711864407,0.576776165011459,0.0180084745762712,0.035,0.023
"25 AV","BMT",462224153,40.7668562,-73.921323,"establishment","36","081","006300","2927","5185",0.0333333333333333,0.564513018322083,0.138138138138138,0.19,0.192
"25 ST","BMT",917335573,40.5994598,-73.7618448,"establishment","36","081","099200","2164","4191",0.0260930888575458,0.516344547840611,0.035966149506347,0.065,0.073
"28 ST","BMT",1557094911,40.7470686,-73.9935092,"establishment","36","061","009500","1894","3168",0.0584507042253521,0.597853535353535,0.219014084507042,0.149,0.612
"28 ST","IRT",55256029881,40.7433092,-73.9844252,"establishment","36","061","005600","1987","3783",0.0929912963811269,0.525244514935237,0.238662391204764,0.13,0.72
"3 AV","BMT",1107414029,40.7668562,-73.921323,"establishment","36","081","006300","2927","5185",0.0333333333333333,0.564513018322083,0.138138138138138,0.19,0.192
"3 AV-149 ST","IRT",96932167832,40.816129,-73.917811,"establishment","36","005","006500","2530","5312",0.00866634569090034,0.476280120481928,0.0361097737120847,0.036,0.012
"3 AV 138 ST","IRT",86556978956,40.810474,-73.92614,"establishment","36","005","002300","2425","4600",0.0206185567010309,0.527173913043478,0.0191458026509573,0,0
"30 AV","BMT",1372809598,40.7668562,-73.921323,"establishment","36","081","006300","2927","5185",0.0333333333333333,0.564513018322083,0.138138138138138,0.19,0.192
"33 ST","IRT",20367995436,40.7461729,-73.9820093,"establishment","36","061","007400","2162","4175",0.0758788722589628,0.517844311377246,0.216150365471632,0.137,0.616
"33 ST-RAWSON ST","IRT",6610207513,40.7445586,-73.9312333,"establishment","36","081","017902",NA,NA,NA,NA,NA,NA,NA
"34 ST-HERALD SQ","BMT",9570771292,40.7500869,-73.988127,"establishment","36","061","010900","69","182",0.235714285714286,0.379120879120879,0.228571428571429,0.128,0.684
"34 ST-HERALD SQ","IND",128411766585,40.7500869,-73.988127,"establishment","36","061","010900","69","182",0.235714285714286,0.379120879120879,0.228571428571429,0.128,0.684
"34 ST-HUDSON YD","IRT",893218497,40.7549713,-74.0010084,"establishment","36","061","009903",NA,NA,NA,NA,NA,NA,NA
"34 ST-PENN STA","IND",65233405393,40.751056,-73.9903102,"establishment","36","061","010900","69","182",0.235714285714286,0.379120879120879,0.228571428571429,0.128,0.684
"34 ST-PENN STA","IRT",133666693489,40.751056,-73.9903102,"establishment","36","061","010900","69","182",0.235714285714286,0.379120879120879,0.228571428571429,0.128,0.684
"36 AV","BMT",1522620680,40.7668562,-73.921323,"establishment","36","081","006300","2927","5185",0.0333333333333333,0.564513018322083,0.138138138138138,0.19,0.192
"36 ST","BMT",2241614874,40.6545065,-74.0042335,"establishment","36","047","008400","1853","3879",0.0184615384615385,0.477700438257283,0.0425641025641026,0.091,0.081
"36 ST","IND",4535023766,40.6545065,-74.0042335,"establishment","36","047","008400","1853","3879",0.0184615384615385,0.477700438257283,0.0425641025641026,0.091,0.081
"39 AV","BMT",371800616,40.7526897,-73.9328056,"establishment","36","081","003100","536","986",0.0238907849829352,0.543610547667343,0.0904436860068259,0.094,0.092
"4 AV-9 ST","IND",1197425186,40.6701803,-73.9892915,"establishment","36","047","012100","1014","2020",0.117737003058104,0.501980198019802,0.158256880733945,0.164,0.235
"40 ST LOWERY ST","IRT",2560151920,40.7438729,-73.9242341,"establishment","36","081","018101","1716","3576",0.0435,0.479865771812081,0.081,0.139,0.091
"42 ST-BRYANT PK","IND",91212206161,40.7548368,-73.9841215,"establishment","36","061","008400","1000","1956",0.0623188405797101,0.511247443762781,0.246376811594203,0.127,0.581
"42 ST-PORT AUTH","IND",316252133913,40.7578346,-73.9914626,"bus_station","36","061","011500","1523","3779",0.0526714664645699,0.403016671077005,0.151951496779083,0.14,0.485
"45 ST","BMT",592213053,40.6493612,-74.0095916,"establishment","36","047","008000","1716","3746",0.0580743759551707,0.458088627869728,0.0901681100356597,0.037,0.136
"46 ST","IND",785526831,40.7567515,-73.9142118,"establishment","36","081","015300","1002","1976",0.0609022556390977,0.507085020242915,0.114285714285714,0.158,0.143
"46 ST BLISS ST","IRT",2734423417,40.7430692,-73.9182376,"establishment","36","081","025301","2129","4201",0.0413476263399694,0.506784099024042,0.106814701378254,0.088,0.071
"47-50 STS ROCK","IND",94166221183,40.75885,-73.9811861,"establishment","36","061","009600","38","141",0.142857142857143,0.269503546099291,0.180451127819549,0.041,0.639
"49 ST","BMT",4185305207,40.7604939,-73.9837436,"establishment","36","061","012500","1107","2407",0.109216835375599,0.459908599916909,0.225892381459776,0.097,0.589
"4AV-9 ST","BMT",10716508985,40.6701803,-73.9892915,"establishment","36","047","012100","1014","2020",0.117737003058104,0.501980198019802,0.158256880733945,0.164,0.235
"5 AV/53 ST","IND",4580347757,40.760257,-73.9754704,"establishment","36","061","010200","32","100",0,0.32,0.15625,0.281,0.298
"5 AV/59 ST","BMT",6540111479,40.762824,-73.967562,"establishment","36","061","011402","964","1795",0.0627659574468085,0.537047353760446,0.230851063829787,0.106,0.626
"5 AVE","IRT",6057537385,40.7614242,-73.984006,"establishment","36","061","013100","1291","2696",0.0622448979591837,0.478857566765579,0.193367346938775,0.127,0.626
"50 ST","BMT",559322283,40.7614242,-73.984006,"establishment","36","061","013100","1291","2696",0.0622448979591837,0.478857566765579,0.193367346938775,0.127,0.626
"50 ST","IND",29208051781,40.7614242,-73.984006,"establishment","36","061","013100","1291","2696",0.0622448979591837,0.478857566765579,0.193367346938775,0.127,0.626
"50 ST","IRT",2868453449,40.7614242,-73.984006,"establishment","36","061","013100","1291","2696",0.0622448979591837,0.478857566765579,0.193367346938775,0.127,0.626
"51 ST","IRT",28394432866,40.757135,-73.9719119,"establishment","36","061","010000","1063","1768",0.0674662668665667,0.601244343891403,0.308095952023988,0.247,0.453
"52 ST","IRT",1034388667,40.7442902,-73.9121748,"establishment","36","081","025302","1403","2998",0.0804195804195804,0.467978652434957,0.0879120879120879,0.049,0.094
"53 ST","BMT",5240171863,40.760257,-73.9754704,"establishment","36","061","010200","32","100",0,0.32,0.15625,0.281,0.298
"55 ST","BMT",556225328,40.6315514,-73.9956328,"establishment","36","047","024000","2526","4562",0.0390173410404624,0.553704515563349,0.0563583815028902,0.106,0.079
"57 ST","IND",1587081162,40.7655439,-73.9803258,"establishment","36","061","013700","3291","6419",0.0617540217955371,0.512696681726126,0.234820965230929,0.117,0.649
"57 ST-7 AV","BMT",41057859796,40.7655439,-73.9803258,"establishment","36","061","013700","3291","6419",0.0617540217955371,0.512696681726126,0.234820965230929,0.117,0.649
"59 ST","BMT",3335288221,40.6415685,-74.0176783,"establishment","36","047","007400","2466","5280",0.0216216216216216,0.467045454545455,0.0766584766584767,0.064,0.092
"59 ST","IRT",55348126215,40.762824,-73.967562,"establishment","36","061","011402","964","1795",0.0627659574468085,0.537047353760446,0.230851063829787,0.106,0.626
"59 ST COLUMBUS","IND",89227143080,40.7684839,-73.981807,"establishment","36","061","014500","3089","5960",0.0505291908501195,0.518288590604027,0.158757255035848,0.071,0.713
"59 ST COLUMBUS","IRT",44717466168,40.7687804,-73.9821154,"establishment","36","061","014500","3089","5960",0.0505291908501195,0.518288590604027,0.158757255035848,0.071,0.713
"6 AV","BMT",51484570586,40.7373654,-73.9968452,"establishment","36","061","008100","3663","7762",0.129146477823332,0.471914455037362,0.204435333581811,0.103,0.599
"61 ST WOODSIDE","IRT",79857297192,40.7457078,-73.902904,"establishment","36","081","026100","3408","6644",0,0.512944009632751,0.0571428571428571,0.033,0.026
"63 DR-REGO PARK","IND",2575990899,40.7304297,-73.8623672,"establishment","36","081","071701","2786","5026",0.094188376753507,0.554317548746518,0.149098196392786,0.174,0.24
"65 ST","IND",1025460888,40.7491462,-73.8974687,"establishment","36","081","026300","3048","6402",0.0678300954889694,0.47610121836926,0.0309515969706948,0.066,0.105
"66 ST-LINCOLN","IRT",7529836898,40.7736972,-73.9822288,"establishment","36","061","014900","2769","4973",0.0932175075175409,0.556806756485019,0.201135983962579,0.109,0.614
"67 AV","IND",2107456197,40.7270427,-73.8531493,"establishment","36","081","071303","2712","5367",0.0209205020920502,0.505310229178312,0.1664674237896,0.17,0.248
"68ST-HUNTER CO","IRT",3149414641,40.7678741,-73.9638866,"establishment","36","061","012000","1823","3056",0.0423102753525856,0.596531413612565,0.236400268636669,0.098,0.677
"69 ST","IRT",1289382613,40.7462906,-73.8963229,"establishment","36","081","026300","3048","6402",0.0678300954889694,0.47610121836926,0.0309515969706948,0.066,0.105
"7 AV","BMT",1587109853,40.6773274,-73.9725591,"establishment","36","047","016100","1599","3235",0.152328767123288,0.494281298299845,0.293150684931507,0.105,0.464
"7 AV","IND",1857362660,40.6773274,-73.9725591,"establishment","36","047","016100","1599","3235",0.152328767123288,0.494281298299845,0.293150684931507,0.105,0.464
"71 ST","BMT",1187913355,40.6196212,-73.998777,"establishment","36","047","026200","1260","2550",0.018018018018018,0.494117647058824,0.0333333333333333,0.097,0.198
"72 ST","IND",1047470314,40.7686869,-73.9584429,"establishment","36","061","012602",NA,NA,NA,NA,NA,NA,NA
"72 ST","IRT",32018818100,40.7686869,-73.9584429,"establishment","36","061","012602",NA,NA,NA,NA,NA,NA,NA
"72 ST-2 AVE","IND",6105089462,40.7686869,-73.9584429,"establishment","36","061","012602",NA,NA,NA,NA,NA,NA,NA
"74 ST-BROADWAY","IRT",674065013,40.746739,-73.8909986,"establishment","36","081","026700","3006","5894",0.0113868613138686,0.510010179843909,0.042043795620438,0.024,0.052
"75 AV","IND",20061735476,40.71833,-73.837326,"establishment","36","081","076901","2239","4127",0.0518768452129903,0.542524836442937,0.180936313791649,0.14,0.385
"75 ST-ELDERTS","BMT",298575063,40.6914365,-73.8665512,"establishment","36","081","000200","1590","3208",0.00396600566572238,0.495635910224439,0.0453257790368272,0.126,0.061
"77 ST","BMT",1367825238,40.7736346,-73.9598294,"establishment","36","061","014000","4201","7529",0.0754985754985755,0.557975826803028,0.245014245014245,0.114,0.613
"77 ST","IRT",11141265585,40.7736346,-73.9598294,"establishment","36","061","014000","4201","7529",0.0754985754985755,0.557975826803028,0.245014245014245,0.114,0.613
"79 ST","BMT",4194562937,40.6134959,-74.0005379,"establishment","36","047","026400","2211","4776",0.0197262479871176,0.462939698492462,0.0877616747181965,0.069,0.114
"79 ST","IRT",24340853103,40.783934,-73.979917,"establishment","36","061","016700","3512","6303",0.0918094218415418,0.557194986514358,0.220021413276231,0.095,0.68
"8 AV","BMT",26148842458,40.7404298,-74.0017765,"establishment","36","061","008100","3663","7762",0.129146477823332,0.471914455037362,0.204435333581811,0.103,0.599
"8 ST-NYU","BMT",4656915013,40.7306065,-73.9924416,"establishment","36","061","005900","2883","5475",0.0925024342745862,0.526575342465753,0.176890619928595,0.153,0.571
"80 ST","IND",5731887372,40.6793295,-73.8590167,"establishment","36","081","004401","1915","3865",0.0239263803680982,0.495472186287193,0.0233128834355828,0.1,0.123
"81 ST-MUSEUM","IND",5406872470,40.7819786,-73.9720136,"establishment","36","061","016500","3446","6323",0.0592650103519669,0.544994464652855,0.240165631469979,0.102,0.642
"82 ST-JACKSON H","IRT",1541734267,40.747659,-73.883697,"establishment","36","081","028300","4172","7601",0.0318686624818928,0.548875148006841,0.0886045388701111,0.114,0.11
"85 ST-FOREST PK","BMT",916954855,40.6924861,-73.8590708,"establishment","36","081","001000","1999","4230",0.00725294650951949,0.4725768321513,0.0303717135086129,0.106,0.072
"86 ST","BMT",2186449001,40.7777409,-73.9515672,"establishment","36","061","014601","2076","4268",0.0606340412434595,0.486410496719775,0.172976300400123,0.146,0.52
"86 ST","IND",1097577065,40.7777409,-73.9515672,"establishment","36","061","014601","2076","4268",0.0606340412434595,0.486410496719775,0.172976300400123,0.146,0.52
"86 ST","IRT",51987599280,40.7852685,-73.9695849,"establishment","36","061","016900","4492","8418",0.0656693219351078,0.533618436683298,0.22129395764523,0.081,0.574
"86 ST-2 AVE","IND",2657056661,40.7777409,-73.9515672,"establishment","36","061","014601","2076","4268",0.0606340412434595,0.486410496719775,0.172976300400123,0.146,0.52
"88 ST","IND",250875899,40.6997972,-73.9500581,"establishment","36","047","050700","1365","2867",0.0443828016643551,0.476107429368678,0.072122052704577,0.022,0.097
"9 AV","BMT",1312279797,40.7668562,-73.921323,"establishment","36","081","006300","2927","5185",0.0333333333333333,0.564513018322083,0.138138138138138,0.19,0.192
"90 ST-ELMHURST","IRT",3021715771,40.7484367,-73.8765289,"establishment","36","081","027701",NA,NA,NA,NA,NA,NA,NA
"96 ST","IND",1350412774,40.7858701,-73.9509347,"establishment","36","061","015802","2372","4519",0.0520710059171598,0.524894888249613,0.183826429980276,0.123,0.412
"96 ST","IRT",34918944364,40.7941912,-73.9721368,"establishment","36","061","018300","3978","7270",0.102391304347826,0.547180192572215,0.206086956521739,0.103,0.534
