"STATION","DIVISION","all","LAT","LON","geo_type","State_FIPS","County_FIPS","Tract_FIPS","f_pop","all_pop","p_emp_info","p_f_pop","p_emp_prof","p_75_100k","p_over_100k"
"HEWES ST","BMT",551560739,40.7068229,-73.953427,"establishment","36","047","052900","1655","3721",0.00776531492666091,0.444772910507928,0.0448662640207075,0.039,0.073
"HIGH ST","IND",115698129631,40.6994297,-73.9914094,"establishment","36","047","000100","2237","4473",0.0348601540332387,0.500111781801923,0.146331576813944,0.202,0.511
"HOUSTON ST","IRT",1644264105,40.7286024,-74.0053168,"establishment","36","061","003700","1301","2579",0.164259927797834,0.504459092671578,0.250300842358604,0.118,0.631
"HOWARD BCH JFK","IND",344140654,40.660476,-73.830301,"establishment","36","081","088400","4267","8248",0.0308321964529332,0.517337536372454,0.0384720327421555,0.176,0.24
"HOYT-SCHER","IND",1905239092,40.6497808,-73.9757703,"establishment","36","047","050001",NA,NA,NA,NA,NA,NA,NA
"HOYT ST","IRT",1216874532,40.6905349,-73.9850204,"establishment","36","047","001502",NA,NA,NA,NA,NA,NA,NA
"HUNTERS PT AV","IRT",25558591542,40.7424176,-73.9481564,"establishment","36","081","001901",NA,NA,NA,NA,NA,NA,NA
"HUNTS POINT AV","IRT",76467689826,40.8208037,-73.8908812,"establishment","36","005","011900","2781","5557",0.00869565217391304,0.500449883030412,0.00358056265984655,0.048,0.006
"INTERVALE AV","IRT",510266027,40.8222642,-73.8968106,"establishment","36","005","012901","2211","4147",0.0123076923076923,0.53315649867374,0.0492307692307692,0.011,0.08
"INWOOD-207 ST","IND",12416220454,40.8676635,-73.9212009,"establishment","36","061","029300","5120","8869",0.00259495163953763,0.577291690156726,0.0419910356216089,0.05,0.056
"JACKSON AV","IRT",139618408223,40.7426713,-73.9537248,"establishment","36","081","000701",NA,NA,NA,NA,NA,NA,NA
"JAMAICA 179 ST","IND",115088352330,40.7126442,-73.7838184,"establishment","36","081","046800","1682","3221",0.00625,0.522198075131947,0.0569444444444444,0.057,0.092
"JAMAICA CENTER","IND",56402950468,40.7026611,-73.7997605,"establishment","36","081","044601","1771","3144",0.0086848635235732,0.563295165394402,0.0353598014888337,0.05,0.025
"JAMAICA VAN WK","IND",701250470,40.7027409,-73.8172514,"establishment","36","081","014202","1470","2767",0.0146222583265638,0.531261293820022,0.0219333874898457,0.112,0.087
"JAY ST-METROTEC","BMT",16524428365,40.6923458,-73.987257,"establishment","36","047","001100","602","1359",0.0696428571428571,0.442972774098602,0.308928571428571,0.132,0.577
"JAY ST-METROTEC","IND",12287522273,40.6923458,-73.987257,"establishment","36","047","001100","602","1359",0.0696428571428571,0.442972774098602,0.308928571428571,0.132,0.577
"JEFFERSON ST","BMT",603296018,40.7070754,-73.9238689,"establishment","36","047","044700","1351","2378",0.0717299578059072,0.568124474348192,0.122362869198312,0.126,0.169
"JFK JAMAICA CT1","IND",140738877,40.700822,-73.8079243,"establishment","36","081","021200","1095","2324",0,0.471170395869191,0.0273972602739726,0.022,0.053
"JKSN HT-ROOSVLT","IND",6359096090,40.746739,-73.8909986,"establishment","36","081","026700","3006","5894",0.0113868613138686,0.510010179843909,0.042043795620438,0.024,0.052
"JOURNAL SQUARE","PTH",194699268,40.73265,-74.0626901,"establishment","34","017","001900",NA,NA,NA,NA,NA,NA,NA
"JUNCTION BLVD","IRT",2581304028,40.749203,-73.8693365,"establishment","36","081","037502",NA,NA,NA,NA,NA,NA,NA
"JUNIUS ST","IRT",642332412,40.6634442,-73.9029117,"establishment","36","047","091000","2589","4250",0,0.609176470588235,0.0584269662921348,0,0.148
"KEW GARDENS","IND",4968617562,40.7141955,-73.8309659,"establishment","36","081","077300","1128","2091",0.0991596638655462,0.539454806312769,0.128571428571429,0.192,0.176
"KINGS HWY","BMT",85307807877,40.6086735,-73.9578112,"establishment","36","047","055200","1774","3296",0.0407523510971787,0.538228155339806,0.0884012539184953,0.153,0.182
"KINGS HWY","IND",5118800815,40.6086735,-73.9578112,"establishment","36","047","055200","1774","3296",0.0407523510971787,0.538228155339806,0.0884012539184953,0.153,0.182
"KINGSBRIDGE RD","IND",53109869074,40.8677601,-73.8973028,"establishment","36","005","026500","3771","7615",0.00421348314606742,0.495206828627708,0.0185393258426966,0.021,0.017
"KINGSBRIDGE RD","IRT",1617082441,40.8677601,-73.8973028,"establishment","36","005","026500","3771","7615",0.00421348314606742,0.495206828627708,0.0185393258426966,0.021,0.017
"KINGSTON-THROOP","IND",577802891,40.6798265,-73.9411294,"establishment","36","047","027100","1316","2775",0.0449352627570449,0.474234234234234,0.0875856816450876,0.099,0.179
"KINGSTON AV","IRT",1510968818,40.6692845,-73.9422927,"establishment","36","047","033702",NA,NA,NA,NA,NA,NA,NA
"KNICKERBOCKER","BMT",552314420,40.6987489,-73.9197228,"establishment","36","047","043100","2326","4936",0.0587803085966201,0.471231766612642,0.131153563556209,0.081,0.043
"KOSCIUSZKO ST","BMT",644595141,40.6932868,-73.9288263,"establishment","36","047","028900","1956","3870",0.0413223140495868,0.505426356589147,0.0974025974025974,0.176,0.018
"LACKAWANNA","PTH",62796226,40.7349823,-74.0275921,"establishment","34","017","018301",NA,NA,NA,NA,NA,NA,NA
"LAFAYETTE AV","IND",81270788305,40.6863222,-73.9744759,"establishment","36","047","003500","1089","1892",0.0688372093023256,0.575581395348837,0.184186046511628,0.216,0.368
"LEXINGTON AV/53","IND",112677279467,40.760257,-73.9754704,"establishment","36","061","010200","32","100",0,0.32,0.15625,0.281,0.298
"LEXINGTON AV/63","IND",75455317550,40.764629,-73.966113,"establishment","36","061","012000","1823","3056",0.0423102753525856,0.596531413612565,0.236400268636669,0.098,0.677
"LIBERTY AV","IND",306051466,40.6744035,-73.8965181,"establishment","36","047","119800","1568","3017",0.0308370044052863,0.519721577726218,0.0352422907488987,0.078,0.068
"LIVONIA AV","BMT",335997693,40.66404,-73.900574,"establishment","36","047","091000","2589","4250",0,0.609176470588235,0.0584269662921348,0,0.148
"LONGWOOD AV","IRT",31594428066,40.8163341,-73.8962431,"establishment","36","005","008500","3335","5972",0.0101899027327466,0.558439383791025,0.0273274664196387,0.055,0.013
"LORIMER ST","BMT",1128773199,40.7142374,-73.9493118,"establishment","36","047","050100","1758","3174",0.127853881278539,0.553875236294896,0.190766108574328,0.188,0.356
"MARBLE HILL-225","IRT",356683962,40.8743487,-73.9104331,"establishment","36","061","030900","5750","10663",0.00727673649393605,0.539247866454094,0.0463065049614112,0.047,0.03
"MARCY AV","BMT",6368077308,40.7085154,-73.9578546,"establishment","36","047","052500","1815","3451",0.0772200772200772,0.525934511735729,0.142857142857143,0.117,0.143
"METROPOLITAN AV","BMT",7439629439,40.7177978,-73.9575171,"establishment","36","047","055300","1495","2953",0.102755721625409,0.506264815441923,0.237272302662307,0.145,0.369
"METROPOLITAN AV","IND",1191149909,40.6997972,-73.9500581,"establishment","36","047","050700","1365","2867",0.0443828016643551,0.476107429368678,0.072122052704577,0.022,0.097
"METS-WILLETS PT","IRT",65303138067,40.7547262,-73.8456568,"establishment","36","081","038302","0","0",NA,NA,NA,-6666666.66,-6666666.66
"MIDDLETOWN RD","IRT",506221824,40.843915,-73.8361681,"establishment","36","005","026602","2864","5207",0.00964489259096887,0.550028807374688,0.0118369136343709,0.229,0.084
"MONTROSE AV","BMT",12107051213,40.7077716,-73.9398633,"establishment","36","047","049302",NA,NA,NA,NA,NA,NA,NA
"MORGAN AV","BMT",26760785016,40.7060759,-73.93371,"establishment","36","047","048500","1102","2614",0.149716055756324,0.421576128538638,0.1672689726381,0.086,0.136
"MORISN AV/SNDVW","IRT",388373196,40.8240938,-73.9369517,"establishment","36","061","023600","4871","7530",0.0267680105750165,0.646879150066401,0.0482485128883014,0.142,0.023
"MORRIS PARK","IRT",397864065,40.854539,-73.8602974,"establishment","36","005","024800","1523","3053",0.0204620462046205,0.498853586636096,0.0224422442244224,0.155,0.114
"MOSHOLU PKWY","IRT",1943347707,40.8797547,-73.8845616,"establishment","36","005","041900","3423","6822",0.0172920065252855,0.501759014951627,0.0208809135399674,0.029,0.032
"MT EDEN AV","IRT",526729657,40.8445245,-73.9145989,"establishment","36","005","022702","723","1617",0.0221565731166913,0.447124304267161,0.0443131462333826,0.033,0
"MYRTLE-WILLOUGH","IND",1166516555,40.6954671,-73.9492203,"establishment","36","047","025700","977","2136",0.0428954423592493,0.457397003745318,0.140303842716711,0.095,0.055
"MYRTLE-WYCKOFF","BMT",72518520119,40.699686,-73.9117713,"establishment","36","047","043900","1836","3706",0.0945330296127563,0.495412844036697,0.0888382687927107,0.177,0.077
"MYRTLE AV","BMT",1920366880,40.699736,-73.9096327,"route","36","081","054900","2726","5999",0.00438459129345443,0.45440906817803,0.0883181960538678,0.085,0.044
"NASSAU AV","IND",543588022,40.7238304,-73.9506401,"establishment","36","047","056900","815","1580",0.132596685082873,0.515822784810127,0.211786372007366,0.229,0.375
"NECK RD","BMT",4671448729,40.5951531,-73.9550266,"establishment","36","047","058600","1448","2901",0.00882352941176471,0.499138228197173,0.0573529411764706,0.157,0.122
"NEPTUNE AV","IND",347332170,40.581131,-73.97457,"establishment","36","047","035400","3048","5503",0.00620636152055857,0.553879701980738,0.109387121799845,0.083,0.167
"NEREID AV","IRT",412199922,40.8043688,-73.9374712,"establishment","36","061","019600","1802","3895",0.0687022900763359,0.462644415917843,0.0740458015267176,0.058,0.072
"NEVINS ST","IRT",558975897,40.6882938,-73.9805205,"establishment","36","047","003700","830","1681",0.107289107289107,0.493753718024985,0.337428337428337,0.147,0.584
"NEW LOTS","BMT",7409048948,40.6588826,-73.899213,"establishment","36","047","092000","1542","2677",0,0.576017930519238,0.0118343195266272,0.157,0
"NEW LOTS AV","IRT",1671850781,40.6649921,-73.9229085,"establishment","36","047","090000","2801","4269",0.0215916101172116,0.656125556336379,0.0370141887723627,0.069,0.046
"NEW UTRECHT AV","BMT",702622848,40.6255554,-73.9967859,"establishment","36","047","025000","800","1755",0.0187891440501044,0.455840455840456,0.0354906054279749,0.096,0.067
"NEWARK BM BW","PTH",92107998,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"NEWARK C","PTH",47119524,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"NEWARK HM HE","PTH",6228030,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"NEWARK HW BMEBE","PTH",27601648,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"NEWKIRK AV","IRT",2017501054,40.639969,-73.94841,"establishment","36","047","083000","3589","6184",0.00255102040816327,0.580368693402329,0.00669642857142857,0.115,0.016
"NEWKIRK PLAZA","BMT",2170511304,40.6349893,-73.9627801,"establishment","36","047","052000","2271","4297",0.0680728667305849,0.528508261577845,0.0642377756471716,0.088,0.203
"NORTHERN BLVD","IND",1104232693,40.7531164,-73.9071111,"establishment","36","081","025500","677","1439",0.0848153214774282,0.470465601111883,0.0629274965800274,0.09,0.097
"NORWOOD 205 ST","IND",20966493884,40.8741411,-73.8775224,"establishment","36","005","042300","2414","4500",0.0174363807728558,0.536444444444444,0.0301602262016965,0.05,0.069
"NORWOOD AV","BMT",575983147,40.6817068,-73.8791274,"establishment","36","047","117400","2185","4465",0.0274327122153209,0.48936170212766,0.0232919254658385,0.044,0.072
"NOSTRAND AV","IND",1701240553,40.6697408,-73.9507388,"establishment","36","047","032100","2933","5582",0.040327868852459,0.525438910784665,0.113770491803279,0.098,0.141
"NOSTRAND AV","IRT",82492910,40.6697408,-73.9507388,"establishment","36","047","032100","2933","5582",0.040327868852459,0.525438910784665,0.113770491803279,0.098,0.141
"OCEAN PKWY","BMT",815918544,40.576313,-73.968498,"establishment","36","047","036200","1675","3290",0.0126666666666667,0.509118541033435,0.054,0.064,0.085
"ORCHARD BEACH","IND",20789328,40.8672934,-73.7922928,"establishment","36","005","050400","128","222",0,0.576576576576577,0,0,0.143
"OZONE PK LEFFRT","IND",1314036458,40.6859188,-73.8257938,"establishment","36","081","010600","2065","3963",0.0319752449716349,0.521069896543023,0.038164002062919,0.093,0.052
"PARK PLACE","BMT",1072574767,40.7132422,-74.0092559,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"PARK PLACE","IRT",152166387,40.7132422,-74.0092559,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"PARKCHESTER","IRT",10917356986,40.8332116,-73.8610088,"establishment","36","005","007200","2907","5891",0,0.493464607027669,0.0470639032815199,0.077,0.069
"PARKSIDE AV","BMT",1764713408,40.655293,-73.961494,"establishment","36","047","079802","3202","5683",0.0677220756376429,0.563434805560443,0.138375842861331,0.148,0.099
"PARSONS BLVD","IND",1422768289,40.707714,-73.8028238,"establishment","36","081","023600","1542","3198",0.0173374613003096,0.482176360225141,0.0371517027863777,0.078,0.067
"PATH NEW WTC","PTH",213058734,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"PATH WTC 2","PTH",10525611,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"PAVONIA/NEWPORT","PTH",62366190,40.72699,-74.03383,"establishment","34","017","007701",NA,NA,NA,NA,NA,NA,NA
"PELHAM BAY PARK","IRT",7672694440,40.8529307,-73.8270555,"establishment","36","005","027600","4","4",NA,1,NA,-6666666.66,-6666666.66
"PELHAM PKWY","IRT",39248876103,40.6649921,-73.9229085,"establishment","36","047","090000","2801","4269",0.0215916101172116,0.656125556336379,0.0370141887723627,0.069,0.046
"PENNSYLVANIA AV","IRT",337457039,40.6646911,-73.8941747,"establishment","36","047","112600","1950","3395",0.0162361623616236,0.574374079528719,0.0103321033210332,0.084,0.01
"PRESIDENT ST","IRT",421245205,40.6681585,-73.9506586,"establishment","36","047","031900","1683","3128",0.078706957132818,0.53804347826087,0.118763176387913,0.164,0.042
"PRINCE ST","BMT",3153744208,40.7242323,-73.997806,"establishment","36","061","004900","2183","4410",0.0694347522679693,0.495011337868481,0.28960223307746,0.152,0.511
"PROSPECT AV","BMT",1442802898,40.6654137,-73.9929259,"establishment","36","047","014300","1939","3469",0.0773455377574371,0.558950706255405,0.14187643020595,0.209,0.239
"PROSPECT AV","IRT",3956149541,40.6654137,-73.9929259,"establishment","36","047","014300","1939","3469",0.0773455377574371,0.558950706255405,0.14187643020595,0.209,0.239
"PROSPECT PARK","BMT",69125791720,40.6608941,-73.9621229,"establishment","36","047","032700","1378","2465",0.0624566273421235,0.559026369168357,0.0860513532269257,0.152,0.106
"QUEENS PLAZA","IND",6953681158,40.7488451,-73.9374357,"establishment","36","081","001902",NA,NA,NA,NA,NA,NA,NA
"QUEENSBORO PLZ","IRT",1435282123,40.750582,-73.940202,"establishment","36","081","001902",NA,NA,NA,NA,NA,NA,NA
"RALPH AV","IND",1220970549,40.6787336,-73.9215528,"establishment","36","047","030100","1595","2924",0.0581196581196581,0.545485636114911,0.0247863247863248,0.144,0.125
"RECTOR ST","BMT",6124847677,40.7077432,-74.0129838,"establishment","36","061","001300","2600","4639",0.0423800168397418,0.560465617589998,0.311535223126579,0.16,0.592
"RECTOR ST","IRT",1826613979,40.7077432,-74.0129838,"establishment","36","061","001300","2600","4639",0.0423800168397418,0.560465617589998,0.311535223126579,0.16,0.592
"RIT-MANHATTAN","RIT",54781563,43.0844955,-77.6749311,"establishment","36","055","013103","2445","6345",0.0315589353612167,0.385342789598109,0.0711026615969582,0.148,0.137
"RIT-ROOSEVELT","RIT",340158735,40.7615945,-73.964576,"establishment","36","061","011000","3840","6909",0.0514864282636794,0.555796786799826,0.165230504093063,0.163,0.551
"ROCKAWAY AV","IND",623028799,40.6625632,-73.9089054,"establishment","36","047","091200","3359","5587",0.0250737463126844,0.601217111150886,0,0.068,0
"ROCKAWAY AV","IRT",152449300,40.6625632,-73.9089054,"establishment","36","047","091200","3359","5587",0.0250737463126844,0.601217111150886,0,0.068,0
"ROCKAWAY BLVD","IND",6587084457,40.6803958,-73.8438385,"establishment","36","081","008600","1446","2823",0.0168895144264602,0.512221041445271,0.0548909218859958,0.142,0.114
"ROCKAWAY PARK B","IND",4459175185,40.5805469,-73.8374249,"establishment","36","081","093800","2463","5024",0.024609843937575,0.490246815286624,0.031812725090036,0.254,0.138
"ROOSEVELT ISLND","IND",731517228,40.7591215,-73.9533188,"establishment","36","061","023804",NA,NA,NA,NA,NA,NA,NA
"SARATOGA AV","IRT",3725323829,40.6615729,-73.9160543,"establishment","36","047","089400","1698","3082",0.00702106318956871,0.550940947436729,0.0491474423269809,0.147,0
"SENECA AVE","BMT",353048249,40.7028022,-73.9077234,"establishment","36","081","054900","2726","5999",0.00438459129345443,0.45440906817803,0.0883181960538678,0.085,0.044
"SHEEPSHEAD BAY","BMT",2163913142,40.5867923,-73.9542423,"establishment","36","047","060600","1436","2777",0.0113821138211382,0.517104789341015,0.0845528455284553,0.134,0.061
"SHEPHERD AV","IND",396510937,40.6741306,-73.8808073,"establishment","36","047","116600","1614","2904",0.00446096654275093,0.555785123966942,0.0431226765799256,0.079,0.052
"SIMPSON ST","IRT",22493135578,40.8409821,-73.8738849,"establishment","36","005","022000","1079","2243",0.00593824228028504,0.481052162282657,0.00831353919239905,0,0.018
"SMITH-9 ST","IND",413081258,40.6739071,-73.9965515,"establishment","36","047","011902",NA,NA,NA,NA,NA,NA,NA
"SOUTH FERRY","IRT",6878924106,40.7017294,-74.0129572,"establishment","36","061","000900","783","1731",0.0844409695074277,0.452339688041594,0.243158717748241,0.067,0.688
"SPRING ST","IND",15374913394,40.7257799,-74.0039521,"establishment","36","061","003700","1301","2579",0.164259927797834,0.504459092671578,0.250300842358604,0.118,0.631
"SPRING ST","IRT",1460276058,40.722301,-73.997139,"establishment","36","061","004500","487","1015",0.0849420849420849,0.479802955665025,0.181467181467181,0.07,0.591
"ST LAWRENCE AV","IRT",42806218936,40.8315326,-73.8672593,"establishment","36","005","007000","2389","4584",0.00943396226415094,0.521160558464223,0.00838574423480084,0.06,0.005
"ST. GEORGE","SRT",52517266956,40.84913,-73.9337289,"establishment","36","061","026900","3979","9073",0.0215677179962894,0.43855395128403,0.0586734693877551,0.063,0.034
"STEINWAY ST","IND",2809126114,40.7567049,-73.9206646,"establishment","36","081","015700","579","1294",0.0196319018404908,0.447449768160742,0.14601226993865,0.123,0.113
"STERLING ST","IRT",800590583,40.6632908,-73.951044,"establishment","36","047","032900","3459","6224",0.0407190022010271,0.555751928020565,0.181951577402788,0.103,0.078
"SUTPHIN-ARCHER","IND",11837682222,40.700822,-73.8079243,"establishment","36","081","021200","1095","2324",0,0.471170395869191,0.0273972602739726,0.022,0.053
"SUTPHIN BLVD","IND",990722410,40.7055477,-73.8097056,"establishment","36","081","023800","2180","4743",0,0.459624710099093,0.0417028670721112,0.059,0.063
"SUTTER AV","BMT",182474802,40.6649921,-73.9229085,"establishment","36","047","090000","2801","4269",0.0215916101172116,0.656125556336379,0.0370141887723627,0.069,0.046
"SUTTER AV-RUTLD","IRT",821863310,40.6649921,-73.9229085,"establishment","36","047","090000","2801","4269",0.0215916101172116,0.656125556336379,0.0370141887723627,0.069,0.046
"THIRTY ST","PTH",55439662,40.7342315,-73.998802,"establishment","36","061","006300","3604","6492",0.107672301690507,0.555144793592113,0.223407022106632,0.131,0.596
"THIRTY THIRD ST","PTH",182956782,40.7485781,-73.9886664,"establishment","36","061","007600","1076","1991",0.0497581202487906,0.540431943746861,0.267449896337249,0.241,0.451
"TIMES SQ-42 ST","BMT",1252591395,40.7558611,-73.987061,"establishment","36","061","011300","27","110",0.0921052631578947,0.245454545454545,0.355263157894737,0.453,0.297
"TIMES SQ-42 ST","IRT",151867987841,40.7558611,-73.987061,"establishment","36","061","011300","27","110",0.0921052631578947,0.245454545454545,0.355263157894737,0.453,0.297
"TOMPKINSVILLE","SRT",105651903,40.6376266,-74.0750289,"establishment","36","085","002100","2095","4061",0.070430733410943,0.515882787490766,0.0552968568102445,0.121,0.101
"TREMONT AV","IND",25401458910,40.8405859,-73.8796649,"establishment","36","005","036100","3381","5547",0,0.609518658734451,0.0255727224294086,0.013,0.046
"TWENTY THIRD ST","PTH",37725343,40.7412012,-73.9890337,"establishment","36","061","005600","1987","3783",0.0929912963811269,0.525244514935237,0.238662391204764,0.13,0.72
"UNION ST","BMT",1205808733,40.6771729,-73.9832467,"establishment","36","047","011901",NA,NA,NA,NA,NA,NA,NA
"UTICA AV","IND",6692613198,40.6689469,-73.9318338,"establishment","36","047","035101",NA,NA,NA,NA,NA,NA,NA
"V.CORTLANDT PK","IRT",26971718280,40.8899597,-73.8982401,"establishment","36","005","028500","1835","3527",0.0529595015576324,0.520272185993762,0.137590861889927,0.146,0.17
"VAN SICLEN AV","BMT",672385108,40.6727422,-73.8903155,"establishment","36","047","115200","1702","3080",0.0111876075731497,0.552597402597403,0.0258175559380379,0.11,0.024
"VAN SICLEN AV","IRT",662768252,40.6654424,-73.8891273,"establishment","36","047","112400","1701","3316",0,0.512967430639324,0.058645707376058,0.153,0.034
"VAN SICLEN AVE","IND",579451292,40.6727422,-73.8903155,"establishment","36","047","115200","1702","3080",0.0111876075731497,0.552597402597403,0.0258175559380379,0.11,0.024
"VERNON-JACKSON","IRT",2203198650,40.7426713,-73.9537248,"establishment","36","081","000701",NA,NA,NA,NA,NA,NA,NA
"W 4 ST-WASH SQ","IND",4446711756,40.7311137,-74.0012233,"establishment","36","061","006500","3434","6423",0.038160469667319,0.534641133426748,0.173189823874755,0.143,0.48
"W 8 ST-AQUARIUM","BMT",600251520,40.576126,-73.975937,"establishment","36","047","035400","3048","5503",0.00620636152055857,0.553879701980738,0.109387121799845,0.083,0.167
"WAKEFIELD/241","IRT",965751199,40.9035209,-73.8504209,"establishment","36","005","041400","2887","5163",0.00537412153782555,0.559171024598102,0.0475403059115337,0.08,0.084
"WALL ST","IRT",17243017602,40.7063965,-74.0094441,"establishment","36","061","000700","5037","8809",0.0721146741539826,0.571801566579634,0.31668390719669,0.152,0.55
"WEST FARMS SQ","IRT",24087936854,40.8405859,-73.8796649,"establishment","36","005","036100","3381","5547",0,0.609518658734451,0.0255727224294086,0.013,0.046
"WESTCHESTER SQ","IRT",806227513,40.8401247,-73.8428258,"establishment","36","005","020000","2480","4548",0.0187065740245858,0.545294635004398,0.071084981293426,0.089,0.086
"WHITEHALL S-FRY","BMT",11966365107,40.7017178,-74.0129499,"establishment","36","061","000900","783","1731",0.0844409695074277,0.452339688041594,0.243158717748241,0.067,0.688
"WHITLOCK AV","IRT",365473749,40.8240938,-73.9369517,"establishment","36","061","023600","4871","7530",0.0267680105750165,0.646879150066401,0.0482485128883014,0.142,0.023
"WILSON AV","BMT",847749294,40.6887823,-73.9046724,"establishment","36","047","040900","1811","3534",0.0225603357817419,0.512450481041313,0.0461699895068206,0.036,0.044
"WINTHROP ST","IRT",1254166168,40.6571773,-73.9500546,"establishment","36","047","080400","1806","3283",0.0610412926391382,0.550106609808102,0.0287253141831239,0.089,0.096
"WOODHAVEN BLVD","BMT",2076992105,40.6939097,-73.8513927,"establishment","36","081","002000","945","1873",0.00848356309650053,0.504538174052322,0.0795334040296925,0.157,0.092
"WOODHAVEN BLVD","IND",1453696567,40.7333477,-73.8704271,"establishment","36","081","068300","2033","4091",0.00576923076923077,0.49694451234417,0.115384615384615,0.103,0.072
"WOODLAWN","IRT",1364494676,40.886037,-73.878751,"establishment","36","005","043101",NA,NA,NA,NA,NA,NA,NA
"WORLD TRADE CTR","IND",35237979702,40.7126452,-74.009898,"establishment","36","061","002100","2962","6486",0.0533789113857481,0.456675917360469,0.199053378911386,0.087,0.739
"WTC-CORTLANDT","IRT",30977812657,40.7117347,-74.0121198,"establishment","36","061","001300","2600","4639",0.0423800168397418,0.560465617589998,0.311535223126579,0.16,0.592
"YORK ST","IND",1239539767,40.7013482,-73.9866001,"establishment","36","047","002100","2559","5143",0.108581974776992,0.497569511958001,0.282989849277145,0.15,0.644
"ZEREGA AV","IRT",109600483,40.8368105,-73.8466696,"establishment","36","005","020200","1161","2252",0.0334645669291339,0.515541740674956,0.0452755905511811,0.075,0.043
